CPT_CODES, CPT_DESCRIPTION, ICD_CODES, ICD_DESCRIPTION
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I72.4, Aneurysm of artery of lower extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I73.1, Thromboangiitis obliterans [Buerger's disease]
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I74.01, Saddle embolus of abdominal aorta
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I74.09, Other arterial embolism and thrombosis of abdominal aorta
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I74.10, Embolism and thrombosis of unspecified parts of aorta
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I74.11, Embolism and thrombosis of thoracic aorta
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I74.19, Embolism and thrombosis of other parts of aorta
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I74.2, Embolism and thrombosis of arteries of the upper extremities
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I74.3, Embolism and thrombosis of arteries of the lower extremities
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I74.5, Embolism and thrombosis of iliac artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I74.8, Embolism and thrombosis of other arteries
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I75.011, Atheroembolism of right upper extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I75.012, Atheroembolism of left upper extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I75.013, Atheroembolism of bilateral upper extremities
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I75.021, Atheroembolism of right lower extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I75.022, Atheroembolism of left lower extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I75.023, Atheroembolism of bilateral lower extremities
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I75.81, Atheroembolism of kidney
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I75.89, Atheroembolism of other site
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I77.3, Arterial fibromuscular dysplasia
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I77.71, Dissection of carotid artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I77.72, Dissection of iliac artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I77.73, Dissection of renal artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I77.74, Dissection of vertebral artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I77.79, Dissection of other specified artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I79.0, Aneurysm of aorta in diseases classified elsewhere
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, M31.4, Aortic arch syndrome [Takayasu]
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, N26.2, Page kidney
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
NOT PROPER CPT CODE.
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, G45.8, Other transient cerebral ischemic attacks and related syndromes
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, G45.9, Transient cerebral ischemic attack, unspecified
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I10, Essential (primary) hypertension
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I11.0, Hypertensive heart disease with heart failure
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I11.9, Hypertensive heart disease without heart failure
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I12.0, Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I12.9, Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I13.0, Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I13.10, Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I13.11, Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I13.2, Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I15.0, Renovascular hypertension
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I15.1, Hypertension secondary to other renal disorders
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.031, Cerebral infarction due to thrombosis of right carotid artery
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.032, Cerebral infarction due to thrombosis of left carotid artery
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.131, Cerebral infarction due to embolism of right carotid artery
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.132, Cerebral infarction due to embolism of left carotid artery
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.231, Cerebral infarction due to unspecified occlusion or stenosis of right carotid arteries
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.232, Cerebral infarction due to unspecified occlusion or stenosis of left carotid arteries
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.59, Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I65.21, Occlusion and stenosis of right carotid artery
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I65.22, Occlusion and stenosis of left carotid artery
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I65.23, Occlusion and stenosis of bilateral carotid arteries
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I65.8, Occlusion and stenosis of other precerebral arteries
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I67.0, Dissection of cerebral arteries, nonruptured
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I67.841, Reversible cerebrovascular vasoconstriction syndrome
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I67.848, Other cerebrovascular vasospasm and vasoconstriction
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.0, Atherosclerosis of aorta
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.1, Atherosclerosis of renal artery
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.211, Atherosclerosis of native arteries of extremities with intermittent claudication, right leg
