CPT_CODES, CPT_DESCRIPTION, ICD_CODES, ICD_DESCRIPTION
93453, R&l hrt cath w/ventriclgrphy<<<wut>>>COMBINED RIGHT AND LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION, WHEN PERFORMED, A18.84, Tuberculosis of heart
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I71.5, Thoracoabdominal aortic aneurysm, ruptured
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I71.6, Thoracoabdominal aortic aneurysm, without rupture
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I71.8, Aortic aneurysm of unspecified site, ruptured
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I71.9, Aortic aneurysm of unspecified site, without rupture
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I72.0, Aneurysm of carotid artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I72.1, Aneurysm of artery of upper extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I72.2, Aneurysm of renal artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I72.3, Aneurysm of iliac artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I72.4, Aneurysm of artery of lower extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I72.5, Aneurysm of other precerebral arteries
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I72.6, Aneurysm of vertebral artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I72.8, Aneurysm of other specified arteries
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I73.1, Thromboangiitis obliterans [Buerger's disease]
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I74.01, Saddle embolus of abdominal aorta
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I74.09, Other arterial embolism and thrombosis of abdominal aorta
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I74.10, Embolism and thrombosis of unspecified parts of aorta
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I74.11, Embolism and thrombosis of thoracic aorta
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I74.19, Embolism and thrombosis of other parts of aorta
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I74.2, Embolism and thrombosis of arteries of the upper extremities
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I74.3, Embolism and thrombosis of arteries of the lower extremities
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I74.5, Embolism and thrombosis of iliac artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I74.8, Embolism and thrombosis of other arteries
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I75.011, Atheroembolism of right upper extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I75.012, Atheroembolism of left upper extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I75.013, Atheroembolism of bilateral upper extremities
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I75.021, Atheroembolism of right lower extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I75.022, Atheroembolism of left lower extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I75.023, Atheroembolism of bilateral lower extremities
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I75.81, Atheroembolism of kidney
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I75.89, Atheroembolism of other site
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I77.3, Arterial fibromuscular dysplasia
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I77.70, Dissection of unspecified artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I77.71, Dissection of carotid artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I77.72, Dissection of iliac artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I77.73, Dissection of renal artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I77.74, Dissection of vertebral artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I77.75, Dissection of other precerebral arteries
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I77.76, Dissection of artery of upper extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I77.77, Dissection of artery of lower extremity
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I77.79, Dissection of other specified artery
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I79.0, Aneurysm of aorta in diseases classified elsewhere
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, M31.4, Aortic arch syndrome [Takayasu]
75705, Artery x-rays spine<<<wut>>>ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION, N26.2, Page kidney
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, G45.8, Other transient cerebral ischemic attacks and related syndromes
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, G45.9, Transient cerebral ischemic attack, unspecified
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I10, Essential (primary) hypertension
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I11.0, Hypertensive heart disease with heart failure
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I11.9, Hypertensive heart disease without heart failure
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I12.0, Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I12.9, Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I13.0, Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I13.10, Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I13.11, Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I13.2, Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I15.0, Renovascular hypertension
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I15.1, Hypertension secondary to other renal disorders
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I16.0, Hypertensive urgency
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I16.1, Hypertensive emergency
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I16.9, Hypertensive crisis, unspecified
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.031, Cerebral infarction due to thrombosis of right carotid artery
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.032, Cerebral infarction due to thrombosis of left carotid artery
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.039, Cerebral infarction due to thrombosis of unspecified carotid artery
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.131, Cerebral infarction due to embolism of right carotid artery
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.132, Cerebral infarction due to embolism of left carotid artery
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.139, Cerebral infarction due to embolism of unspecified carotid artery
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.231, Cerebral infarction due to unspecified occlusion or stenosis of right carotid arteries
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.232, Cerebral infarction due to unspecified occlusion or stenosis of left carotid arteries
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I63.59, Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I65.21, Occlusion and stenosis of right carotid artery
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I65.22, Occlusion and stenosis of left carotid artery
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I65.23, Occlusion and stenosis of bilateral carotid arteries
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I65.8, Occlusion and stenosis of other precerebral arteries
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I67.0, Dissection of cerebral arteries, nonruptured
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I67.841, Reversible cerebrovascular vasoconstriction syndrome
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I67.848, Other cerebrovascular vasospasm and vasoconstriction
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.0, Atherosclerosis of aorta
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.1, Atherosclerosis of renal artery
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.211, Atherosclerosis of native arteries of extremities with intermittent claudication, right leg
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.212, Atherosclerosis of native arteries of extremities with intermittent claudication, left leg
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.213, Atherosclerosis of native arteries of extremities with intermittent claudication, bilateral legs
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.218, Atherosclerosis of native arteries of extremities with intermittent claudication, other extremity
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.221, Atherosclerosis of native arteries of extremities with rest pain, right leg
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.222, Atherosclerosis of native arteries of extremities with rest pain, left leg
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.223, Atherosclerosis of native arteries of extremities with rest pain, bilateral legs
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.228, Atherosclerosis of native arteries of extremities with rest pain, other extremity
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.231, Atherosclerosis of native arteries of right leg with ulceration of thigh
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.232, Atherosclerosis of native arteries of right leg with ulceration of calf
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.233, Atherosclerosis of native arteries of right leg with ulceration of ankle
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.234, Atherosclerosis of native arteries of right leg with ulceration of heel and midfoot
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.235, Atherosclerosis of native arteries of right leg with ulceration of other part of foot
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.238, Atherosclerosis of native arteries of right leg with ulceration of other part of lower right leg
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.239, Atherosclerosis of native arteries of right leg with ulceration of unspecified site
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.241, Atherosclerosis of native arteries of left leg with ulceration of thigh
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.242, Atherosclerosis of native arteries of left leg with ulceration of calf
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.243, Atherosclerosis of native arteries of left leg with ulceration of ankle
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.244, Atherosclerosis of native arteries of left leg with ulceration of heel and midfoot
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.245, Atherosclerosis of native arteries of left leg with ulceration of other part of foot
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.248, Atherosclerosis of native arteries of left leg with ulceration of other part of lower left leg
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.249, Atherosclerosis of native arteries of left leg with ulceration of unspecified site
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.25, Atherosclerosis of native arteries of other extremities with ulceration
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.261, Atherosclerosis of native arteries of extremities with gangrene, right leg
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.262, Atherosclerosis of native arteries of extremities with gangrene, left leg
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.263, Atherosclerosis of native arteries of extremities with gangrene, bilateral legs
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.268, Atherosclerosis of native arteries of extremities with gangrene, other extremity
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.401, Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, right leg
75710, Artery x-rays arm/leg<<<wut>>>ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION, I70.402, Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, left leg
